Codigo_temporada;Codigo_competicion;Codigo_fase;Codigo_grupo;Codigo_equipo;Posicion;Puntos;Partidos_jugados;Partidos_ganados;Partidos_empatados;Partidos_perdidos;Goles_favor;Goles_contra;Nombre_temporada;Nombre_competicion;Nombre_fase;Nombre_grupo;Nombre_deporte;Nombre_categoria;Nombre_equipo;Nombre-Sexo;Nombre_distrito
2022;8521 ;8789;10663;81706;5;10.00;7;3;0;4;340;368;2022/2023;43 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 43 JDM;JDM MOR SAB TAR BC SEN MAS G1;BALONCESTO;SENIOR ;C.B. Madrid;MASCULINO;Moratalaz
2022;8521 ;8789;10663;84022;8;8.00;6;2;0;4;259;288;2022/2023;43 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 43 JDM;JDM MOR SAB TAR BC SEN MAS G1;BALONCESTO;SENIOR ;Angeles Team;MASCULINO;Moratalaz
2022;8521 ;8789;10663;84060;7;9.00;7;2;0;5;344;380;2022/2023;43 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 43 JDM;JDM MOR SAB TAR BC SEN MAS G1;BALONCESTO;SENIOR ;KONLOKEEMOSSIIOO;MASCULINO;Moratalaz
2022;8521 ;8789;10663;81752;10;6.00;5;1;0;4;219;256;2022/2023;43 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 43 JDM;JDM MOR SAB TAR BC SEN MAS G1;BALONCESTO;SENIOR ;ESTUDIABAANTES;MASCULINO;Moratalaz
2022;8521 ;8789;10663;82724;6;9.00;6;3;0;3;285;274;2022/2023;43 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 43 JDM;JDM MOR SAB TAR BC SEN MAS G1;BALONCESTO;SENIOR ;CHOLFOS;MASCULINO;Moratalaz
2022;8521 ;8789;10663;81948;11;6.00;6;0;0;6;268;343;2022/2023;43 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 43 JDM;JDM MOR SAB TAR BC SEN MAS G1;BALONCESTO;SENIOR ;ACCION MUTANTE;MASCULINO;Moratalaz
2022;8521 ;8789;10706;82129;3;12.00;6;4;0;2;12;10;2022/2023;43 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 43 JDM;JDM MOR DOM MAÑ FS SEN FEM G2;FUTBOL SALA;SENIOR ;SAINZ DE VICUÑA;FEMENINO;Moratalaz
2022;8521 ;8789;10706;84509;2;12.00;6;4;0;2;18;10;2022/2023;43 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 43 JDM;JDM MOR DOM MAÑ FS SEN FEM G2;FUTBOL SALA;SENIOR ;Casco Antiguo;FEMENINO;Moratalaz
2022;8521 ;8789;10706;82950;1;15.00;6;5;0;1;18;7;2022/2023;43 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 43 JDM;JDM MOR DOM MAÑ FS SEN FEM G2;FUTBOL SALA;SENIOR ;Recreativo de Juerga;FEMENINO;Moratalaz
2022;8521 ;8789;10706;82882;8;6.00;5;2;0;3;7;11;2022/2023;43 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 43 JDM;JDM MOR DOM MAÑ FS SEN FEM G2;FUTBOL SALA;SENIOR ;Unicaja de Tampax;FEMENINO;Moratalaz
